Compound,logkpl,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,WPATH,WPOL,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,HybRatio,nAtom,nAromBond,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,ALogP,ALogp2,AMR,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.aaS,khs.ddssS,khs.sCl,khs.sBr,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,Fsp3,PetitjeanNumber,topoShape,bpol,VABC,ECCEN,VAdjMat,JPLogP,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,nRotB,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nB,MolIP
Propanol,-2.9208187539523753,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.414213562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5145,0.26471025,17.5335,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85117477,15.99794502,-0.423201844,0.148019069,3.629557602,5.401251036,0.0,1.0,0.333333333,0.5,8.745656,69.23463928,14.0,2.584962501,0.67147477,4.0,0.0,0.282,11.416344,0.0,10.0,6.871320344,1.717830086,2.310660172,2.310660172,0.0,3.414213562,1.914213562,1.0,0.5,0.0,0.0,0.0,0.0,2.861427158,1.523334547,0.723606798,0.223606798,0.0,0.0,0.0,0.0,1.0,0.0,20.23,0.083400997,-0.03362739,-0.007432162,-0.000641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336843775,0.0,4.774469036,3.332091977,2.332091977,1.332091977,0.0,109.01,4.0,3.0,4.0,0.0,87.98809553,69.47457338,42.44634581,16.79543817,0.0,3.0,9.944523077
n-propanol,-2.9208187539523753,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.414213562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5145,0.26471025,17.5335,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85117477,15.99794502,-0.423201844,0.148019069,3.629557602,5.401251036,0.0,1.0,0.333333333,0.5,8.745656,69.23463928,14.0,2.584962501,0.67147477,4.0,0.0,0.282,11.416344,0.0,10.0,6.871320344,1.717830086,2.310660172,2.310660172,0.0,3.414213562,1.914213562,1.0,0.5,0.0,0.0,0.0,0.0,2.861427158,1.523334547,0.723606798,0.223606798,0.0,0.0,0.0,0.0,1.0,0.0,20.23,0.083400997,-0.03362739,-0.007432162,-0.000641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336843775,0.0,4.774469036,3.332091977,2.332091977,1.332091977,0.0,109.01,4.0,3.0,4.0,0.0,87.98809553,69.47457338,42.44634581,16.79543817,0.0,3.0,9.944523077
Butanol,-2.5228787452803374,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.650963624,0.0,0.0,2.381101578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707,0.94225849,22.1345,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83371989,15.99794529,-0.423142006,0.153473562,3.787701353,6.060689765,0.0,1.0,0.5,1.0,10.93207,86.5306239,24.0,3.0,1.12072049,5.0,0.0,0.851,14.50993,0.0,14.0,8.849873734,1.769974747,2.362436867,2.362436867,0.0,4.121320344,2.414213562,1.353553391,0.707106781,0.353553391,0.0,0.0,0.0,3.568533939,2.023334547,1.077160188,0.511667274,0.158113883,0.0,0.0,0.0,2.0,0.0,20.23,0.083400372,-0.033630741,-0.007445487,-0.000603,-2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273108352,0.0,5.774469036,4.332091977,3.332091977,2.332091977,1.332091977,176.01,5.0,4.0,4.0,0.0,136.4391205,115.5041226,82.95526905,48.03064348,18.49106336,4.0,9.908690914
Butanol,-2.6020599913279625,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.650963624,0.0,0.0,2.381101578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707,0.94225849,22.1345,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83371989,15.99794529,-0.423142006,0.153473562,3.787701353,6.060689765,0.0,1.0,0.5,1.0,10.93207,86.5306239,24.0,3.0,1.12072049,5.0,0.0,0.851,14.50993,0.0,14.0,8.849873734,1.769974747,2.362436867,2.362436867,0.0,4.121320344,2.414213562,1.353553391,0.707106781,0.353553391,0.0,0.0,0.0,3.568533939,2.023334547,1.077160188,0.511667274,0.158113883,0.0,0.0,0.0,2.0,0.0,20.23,0.083400372,-0.033630741,-0.007445487,-0.000603,-2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273108352,0.0,5.774469036,4.332091977,3.332091977,2.332091977,1.332091977,176.01,5.0,4.0,4.0,0.0,136.4391205,115.5041226,82.95526905,48.03064348,18.49106336,4.0,9.908690914
Butanol,-2.657577319177794,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.650963624,0.0,0.0,2.381101578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707,0.94225849,22.1345,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83371989,15.99794529,-0.423142006,0.153473562,3.787701353,6.060689765,0.0,1.0,0.5,1.0,10.93207,86.5306239,24.0,3.0,1.12072049,5.0,0.0,0.851,14.50993,0.0,14.0,8.849873734,1.769974747,2.362436867,2.362436867,0.0,4.121320344,2.414213562,1.353553391,0.707106781,0.353553391,0.0,0.0,0.0,3.568533939,2.023334547,1.077160188,0.511667274,0.158113883,0.0,0.0,0.0,2.0,0.0,20.23,0.083400372,-0.033630741,-0.007445487,-0.000603,-2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273108352,0.0,5.774469036,4.332091977,3.332091977,2.332091977,1.332091977,176.01,5.0,4.0,4.0,0.0,136.4391205,115.5041226,82.95526905,48.03064348,18.49106336,4.0,9.908690914
Butanol,-2.657577319177794,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.650963624,0.0,0.0,2.381101578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707,0.94225849,22.1345,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83371989,15.99794529,-0.423142006,0.153473562,3.787701353,6.060689765,0.0,1.0,0.5,1.0,10.93207,86.5306239,24.0,3.0,1.12072049,5.0,0.0,0.851,14.50993,0.0,14.0,8.849873734,1.769974747,2.362436867,2.362436867,0.0,4.121320344,2.414213562,1.353553391,0.707106781,0.353553391,0.0,0.0,0.0,3.568533939,2.023334547,1.077160188,0.511667274,0.158113883,0.0,0.0,0.0,2.0,0.0,20.23,0.083400372,-0.033630741,-0.007445487,-0.000603,-2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273108352,0.0,5.774469036,4.332091977,3.332091977,2.332091977,1.332091977,176.01,5.0,4.0,4.0,0.0,136.4391205,115.5041226,82.95526905,48.03064348,18.49106336,4.0,9.908690914
n-butanol,-2.6020599913279625,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.650963624,0.0,0.0,2.381101578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707,0.94225849,22.1345,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83371989,15.99794529,-0.423142006,0.153473562,3.787701353,6.060689765,0.0,1.0,0.5,1.0,10.93207,86.5306239,24.0,3.0,1.12072049,5.0,0.0,0.851,14.50993,0.0,14.0,8.849873734,1.769974747,2.362436867,2.362436867,0.0,4.121320344,2.414213562,1.353553391,0.707106781,0.353553391,0.0,0.0,0.0,3.568533939,2.023334547,1.077160188,0.511667274,0.158113883,0.0,0.0,0.0,2.0,0.0,20.23,0.083400372,-0.033630741,-0.007445487,-0.000603,-2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273108352,0.0,5.774469036,4.332091977,3.332091977,2.332091977,1.332091977,176.01,5.0,4.0,4.0,0.0,136.4391205,115.5041226,82.95526905,48.03064348,18.49106336,4.0,9.908690914
Butanol,-2.1023729087095586,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.650963624,0.0,0.0,2.381101578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707,0.94225849,22.1345,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83371989,15.99794529,-0.423142006,0.153473562,3.787701353,6.060689765,0.0,1.0,0.5,1.0,10.93207,86.5306239,24.0,3.0,1.12072049,5.0,0.0,0.851,14.50993,0.0,14.0,8.849873734,1.769974747,2.362436867,2.362436867,0.0,4.121320344,2.414213562,1.353553391,0.707106781,0.353553391,0.0,0.0,0.0,3.568533939,2.023334547,1.077160188,0.511667274,0.158113883,0.0,0.0,0.0,2.0,0.0,20.23,0.083400372,-0.033630741,-0.007445487,-0.000603,-2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273108352,0.0,5.774469036,4.332091977,3.332091977,2.332091977,1.332091977,176.01,5.0,4.0,4.0,0.0,136.4391205,115.5041226,82.95526905,48.03064348,18.49106336,4.0,9.908690914
Pentanol,-2.221848749616356,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,1.807204007,0.0,0.0,3.965406457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4269,2.03604361,26.7355,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.82417948,15.99794557,-0.423141596,0.156092085,3.866700605,6.565567907,0.0,1.0,0.4,0.666666667,13.118484,103.8266085,38.0,3.321928095,1.569966209,6.0,0.0,1.42,17.603516,0.0,18.0,10.83915043,1.806525072,2.388325215,2.388325215,0.0,4.828427125,2.914213562,1.707106781,0.957106781,0.5,0.25,0.0,0.0,4.27564072,2.523334547,1.430713579,0.761667274,0.361803399,0.111803399,0.0,0.0,3.0,0.0,20.23,0.083400372,-0.033630745,-0.007445533,-0.000603,-2.04e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229654582,0.0,6.774469036,5.332091977,4.332091977,3.332091977,2.332091977,259.01,6.0,5.0,5.333333333,0.0,189.1994703,166.8705446,130.9539707,90.05715796,50.94330601,5.0,9.89078676
n-pentanol,-2.221848749616356,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,1.807204007,0.0,0.0,3.965406457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4269,2.03604361,26.7355,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.82417948,15.99794557,-0.423141596,0.156092085,3.866700605,6.565567907,0.0,1.0,0.4,0.666666667,13.118484,103.8266085,38.0,3.321928095,1.569966209,6.0,0.0,1.42,17.603516,0.0,18.0,10.83915043,1.806525072,2.388325215,2.388325215,0.0,4.828427125,2.914213562,1.707106781,0.957106781,0.5,0.25,0.0,0.0,4.27564072,2.523334547,1.430713579,0.761667274,0.361803399,0.111803399,0.0,0.0,3.0,0.0,20.23,0.083400372,-0.033630745,-0.007445533,-0.000603,-2.04e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229654582,0.0,6.774469036,5.332091977,4.332091977,3.332091977,2.332091977,259.01,6.0,5.0,5.333333333,0.0,189.1994703,166.8705446,130.9539707,90.05715796,50.94330601,5.0,9.89078676
Benzene,-0.9542859410591323,2.12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,9.125465128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,3.3489,26.058,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.701,12.303,-0.360758152,0.241241848,5.944375,6.546375,0.0,0.0,0.0,0.0,6.559242,81.16653165,36.0,3.584962501,1.846570332,0.0,0.0,2.022,14.560758,0.0,24.0,11.8125,1.96875,0.0,0.0,0.0,4.242640687,3.0,2.121320344,1.5,1.060660172,0.75,0.0,0.0,3.464101615,2.0,1.154700538,0.666666667,0.384900179,0.222222222,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.037037037,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,3.0,0.0,114.0,4.166666667,2.222222222,1.333333333,6.0,233.8783883,233.8783883,233.8783883,116.9391942,0.0,6.0,8.945128866
Benzene,-0.7958800173440752,2.12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,9.125465128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,3.3489,26.058,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.701,12.303,-0.360758152,0.241241848,5.944375,6.546375,0.0,0.0,0.0,0.0,6.559242,81.16653165,36.0,3.584962501,1.846570332,0.0,0.0,2.022,14.560758,0.0,24.0,11.8125,1.96875,0.0,0.0,0.0,4.242640687,3.0,2.121320344,1.5,1.060660172,0.75,0.0,0.0,3.464101615,2.0,1.154700538,0.666666667,0.384900179,0.222222222,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.037037037,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,3.0,0.0,114.0,4.166666667,2.222222222,1.333333333,6.0,233.8783883,233.8783883,233.8783883,116.9391942,0.0,6.0,8.945128866
"3-Methyl-3H-imidazo[4,5-f]quinolin-2-amine",-2.4305635955223392,2.23,3.0,3.0,1.0,1.0,0.0,1.0,2.0,324.0,25.0,1.003067307,0.0,0.393802676,0.0,0.426708354,0.0,0.110347462,0.0,0.090909091,25.0,15.0,0.0,1.043974513,1.670812655,0.0,4.206857019,9.652575556,0.0,5.296119205,0.0,0.0,0.0,0.0,0.0,0.0,0.577350269,0.5,0.25,0.632455532,0.0,1.5328,2.34947584,57.9602,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6741469,14.0463402,-0.40190788,0.396007083,5.892383694,10.12731031,0.0,0.090909091,0.428571429,0.75,14.89207,157.2112021,182.0,5.087462841,1.549535207,0.0,0.0,1.399,30.42793,0.0,84.0,31.14921228,2.076614152,11.98047887,0.0,11.98047887,10.41384908,7.270856948,6.685553707,6.15541394,5.164856587,4.266592408,2.918709023,2.08540452,8.305742402,4.728147012,3.532402771,2.666700632,1.826468764,1.228476463,0.678340046,0.390983155,0.0,0.52,56.73,0.233787753,-0.17665419,0.091895996,-0.063090511,0.048353709,0.0,0.0,0.07856742,0.396940206,0.666987486,0.0,0.0,0.025,0.108717421,0.149094682,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,2.910660594,4.716565213,6.741987556,1.019203086,1.344324725,1.547455244,0.286384187,14.0,16.43992121,18.32945547,27.24321444,26.9941832,19.52325383,519.04,10.17301038,3.7856,1.555555556,13.0,1002.833431,1210.167856,1781.909957,1666.641201,1143.357031,17.0,3.857675863
"3-Methyl-3H-imidazo[4,5-f]quinolin-2-amine",-2.0721835050896757,2.23,3.0,3.0,1.0,1.0,0.0,1.0,2.0,324.0,25.0,1.003067307,0.0,0.393802676,0.0,0.426708354,0.0,0.110347462,0.0,0.090909091,25.0,15.0,0.0,1.043974513,1.670812655,0.0,4.206857019,9.652575556,0.0,5.296119205,0.0,0.0,0.0,0.0,0.0,0.0,0.577350269,0.5,0.25,0.632455532,0.0,1.5328,2.34947584,57.9602,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6741469,14.0463402,-0.40190788,0.396007083,5.892383694,10.12731031,0.0,0.090909091,0.428571429,0.75,14.89207,157.2112021,182.0,5.087462841,1.549535207,0.0,0.0,1.399,30.42793,0.0,84.0,31.14921228,2.076614152,11.98047887,0.0,11.98047887,10.41384908,7.270856948,6.685553707,6.15541394,5.164856587,4.266592408,2.918709023,2.08540452,8.305742402,4.728147012,3.532402771,2.666700632,1.826468764,1.228476463,0.678340046,0.390983155,0.0,0.52,56.73,0.233787753,-0.17665419,0.091895996,-0.063090511,0.048353709,0.0,0.0,0.07856742,0.396940206,0.666987486,0.0,0.0,0.025,0.108717421,0.149094682,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,2.910660594,4.716565213,6.741987556,1.019203086,1.344324725,1.547455244,0.286384187,14.0,16.43992121,18.32945547,27.24321444,26.9941832,19.52325383,519.04,10.17301038,3.7856,1.555555556,13.0,1002.833431,1210.167856,1781.909957,1666.641201,1143.357031,17.0,3.857675863
Triamcinolone acetonide,-4.706637445288554,3.33,5.0,0.0,1.0,0.0,0.0,2.0,3.0,2185.0,76.0,4.626992305,0.596383044,2.37301301,0.766801651,2.837141588,0.318524012,1.189140479,0.333761889,0.75,62.0,0.0,1.114851112,6.074254693,6.048855042,5.943263799,7.098323377,17.49517186,11.40712303,5.851085879,12.29286976,3.325361174,0.858639436,1.48225671,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0906,1.18940836,111.8892,4.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7040304,19.00013991,-0.416023286,0.388615147,4.694516466,13.18671738,0.0,0.75,0.5,1.0,40.840417,410.1408805,618.0,6.129283017,2.467450854,4.0,0.0,1.224,68.279583,0.0,192.0,63.30763253,2.042181695,18.7758492,16.17193134,0.0,22.6125197,14.35479159,15.41700934,14.02146229,12.44388357,10.86984376,8.076292758,6.164813241,18.48237062,11.18945296,10.9257574,9.191744755,7.926171568,6.306599676,4.518537834,3.310697935,2.0,0.322580645,93.06,0.852991635,-0.267113255,-0.273775823,0.156922879,0.080545514,0.0,0.0,0.131094349,0.659699532,1.762393007,0.0,0.0,0.082981826,0.395528701,0.95300609,0.0,0.0,5.0,1.0,5.0,7.0,4.0,2.0,11.57226823,21.82264417,38.39622055,6.662459275,11.80977165,18.56034972,0.214320029,6.0,37.14885835,38.23852093,68.833296,87.46020363,86.76388713,3426.07,22.7755102,6.780435367,2.606094183,0.0,2802.478693,3640.079275,6228.153052,7251.338215,6501.888937,35.0,7.973754121
Triamcinolone acetonide,-3.402304814074488,3.33,5.0,0.0,1.0,0.0,0.0,2.0,3.0,2185.0,76.0,4.626992305,0.596383044,2.37301301,0.766801651,2.837141588,0.318524012,1.189140479,0.333761889,0.75,62.0,0.0,1.114851112,6.074254693,6.048855042,5.943263799,7.098323377,17.49517186,11.40712303,5.851085879,12.29286976,3.325361174,0.858639436,1.48225671,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0906,1.18940836,111.8892,4.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7040304,19.00013991,-0.416023286,0.388615147,4.694516466,13.18671738,0.0,0.75,0.5,1.0,40.840417,410.1408805,618.0,6.129283017,2.467450854,4.0,0.0,1.224,68.279583,0.0,192.0,63.30763253,2.042181695,18.7758492,16.17193134,0.0,22.6125197,14.35479159,15.41700934,14.02146229,12.44388357,10.86984376,8.076292758,6.164813241,18.48237062,11.18945296,10.9257574,9.191744755,7.926171568,6.306599676,4.518537834,3.310697935,2.0,0.322580645,93.06,0.852991635,-0.267113255,-0.273775823,0.156922879,0.080545514,0.0,0.0,0.131094349,0.659699532,1.762393007,0.0,0.0,0.082981826,0.395528701,0.95300609,0.0,0.0,5.0,1.0,5.0,7.0,4.0,2.0,11.57226823,21.82264417,38.39622055,6.662459275,11.80977165,18.56034972,0.214320029,6.0,37.14885835,38.23852093,68.833296,87.46020363,86.76388713,3426.07,22.7755102,6.780435367,2.606094183,0.0,2802.478693,3640.079275,6228.153052,7251.338215,6501.888937,35.0,7.973754121
